Account,Expected Sign,Accounts.Account Title,AccountControl.Account Title,Classification,Narration,,,,,,,,,,
766/000,Dr,Leased Motor Vehicles,Leased Motor Vehicles,Non Current Assets,Plant and Equipment,,,,,,,,,,
767/000,Cr,Accumulated Depreciation - Leased Motor Vehicles,Accumulated Depreciation - Leased Motor Vehicles,Non Current Assets,Plant and Equipment,,,,,,,,,,
768/000,Cr,Private Use Accumulated Depreciation - Leased Motor Vehicles,Private Use Accumulated Depreciation - Leased Motor Vehicles,Non Current Assets,Plant and Equipment,,,,,,,,,,
769/000,Dr,Furniture & Fittings,Furniture & Fittings,Non Current Assets,Plant and Equipment,,,,,,,,,,
770/000,Cr,Accumulated Depreciation - Furniture & Fittings,Accumulated Depreciation - Furniture & Fittings,Non Current Assets,Plant and Equipment,,,,,,,,,,
771/000,Cr,Private Use Accumulated Depreciation - Furniture & Fittings,Private Use Accumulated Depreciation - Furniture & Fittings,Non Current Assets,Plant and Equipment,,,,,,,,,,
772/000,Dr,Leased Furniture & Fittings,Leased Furniture & Fittings,Non Current Assets,Plant and Equipment,,,,,,,,,,
773/000,Cr,Accumulated Depreciation - Leased Furniture & Fittings,Accumulated Depreciation - Leased Furniture & Fittings,Non Current Assets,Plant and Equipment,,,,,,,,,,
774/000,Cr,Private Use Accumulated Depreciation - Leased Furniture & Fittings,Private Use Accumulated Depreciation - Leased Furniture & Fittings,Non Current Assets,Plant and Equipment,,,,,,,,,,
775/000,Dr,Office Equipment,Office Equipment,Non Current Assets,Plant and Equipment,,,,,,,,,,
776/000,Cr,Accumulated Depreciation - Office Equipment,Accumulated Depreciation - Office Equipment,Non Current Assets,Plant and Equipment,,,,,,,,,,
777/000,Cr,Private Use Accumulated Depreciation - Office Equipment,Private Use Accumulated Depreciation - Office Equipment,Non Current Assets,Plant and Equipment,,,,,,,,,,
778/000,Dr,Tools,Tools,Non Current Assets,Plant and Equipment,,,,,,,,,,
779/000,Cr,Accumulated Depreciation - Tools,Accumulated Depreciation - Tools,Non Current Assets,Plant and Equipment,,,,,,,,,,
780/000,Cr,Private Use Accumulated Depreciation - Tools,Private Use Accumulated Depreciation - Tools,Non Current Assets,Plant and Equipment,,,,,,,,,,
781/000,Dr,Computer Software & Equipment,Computer Software & Equipment,Non Current Assets,Plant and Equipment,,,,,,,,,,
782/000,Cr,Accumulated Depreciation - Computer Software & Equipment,Accumulated Depreciation - Computer Software & Equipment,Non Current Assets,Plant and Equipment,,,,,,,,,,
783/000,Cr,Private Use Accumulated Depreciation - Computer Software & Equipment,Private Use Accumulated Depreciation - Computer Software & Equipment,Non Current Assets,Plant and Equipment,,,,,,,,,,
784/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
785/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
786/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
787/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
788/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
789/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
790/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
791/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
792/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
793/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
794/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
795/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
796/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
797/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
798/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
799/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
800/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
801/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
802/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
803/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
804/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
805/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
806/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
807/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
808/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
809/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
810/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
811/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
812/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
813/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
814/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
815/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
816/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
817/000,Dr,Fixed Assets,Fixed Assets,Non Current Assets,Plant and Equipment,,,,,,,,,,
818/000,Cr,Accumulated Depreciation,Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
819/000,Cr,Private Use Accumulated Depreciation,Private Use Accumulated Depreciation,Non Current Assets,Plant and Equipment,,,,,,,,,,
820,Dr,Debentures in Listed Companies,Debentures in Listed Companies,Non Current Assets,Other Investments/Assets,,,,,,,,,,
821,Dr,Debentures in Unlisted Companies,Debentures in Unlisted Companies,Non Current Assets,Other Investments/Assets,,,,,,,,,,
822,Dr,Investments,Investments,Non Current Assets,Other Investments/Assets,,,,,,,,,,
823,Dr,[Long Term Investment],[Long Term Investment],Non Current Assets,Other Investments/Assets,,,,,,,,,,
824,Dr,Equity in Joint Venture,Equity in Joint Venture,Non Current Assets,Other Investments/Assets,,,,,,,,,,
825,Dr,Equity in Partnership,Equity in Partnership,Non Current Assets,Other Investments/Assets,,,,,,,,,,
826/000,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/001,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/002,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/003,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/004,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/005,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/006,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/007,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/008,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/009,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/010,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/011,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/012,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/013,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/014,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/015,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/016,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/017,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/018,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/019,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/020,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/021,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/022,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/023,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/024,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/025,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/026,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/027,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/028,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/029,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/030,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/031,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/032,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/033,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/034,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/035,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/036,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/037,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/038,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/039,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/040,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/041,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/042,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/043,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/044,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/045,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/046,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/047,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/048,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/049,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
826/050,Dr,Fixed Term Deposits,Fixed Term Deposits,Non Current Assets,Term Deposits,,,,,,,,,,
827,Dr,Government Securities,Government Securities,Non Current Assets,Other Investments/Assets,,,,,,,,,,
828/000,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/001,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/002,Dr,8Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/003,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/004,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/005,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/006,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/007,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/008,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/009,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/010,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/011,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/012,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/013,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/014,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/015,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/016,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/017,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/018,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/019,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/020,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/021,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/022,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/023,Dr,82824Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/024,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/025,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/026,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/027,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/028,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/029,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/030,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/031,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/032,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/033,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/034,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/035,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/036,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/037,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/038,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/039,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/040,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/041,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/042,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/043,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/044,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/045,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/046,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/047,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/048,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/049,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
828/050,Dr,Notes (New Zealand listed companies),Notes (New Zealand listed companies),Non Current Assets,Other Shares ,,,,,,,,,,
829/000,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/001,Dr,Shares in Listed Company 1 - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/002,Dr,Shares in Listed Company 2 - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/003,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/004,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/005,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/006,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/007,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/008,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/009,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/010,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/011,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/012,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/013,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/014,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/015,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/016,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/017,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/018,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/019,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/020,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/021,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/022,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/023,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/024,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/025,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/026,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/027,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/028,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/029,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/030,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/031,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/032,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/033,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/034,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/035,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/036,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/037,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/038,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/039,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/040,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/041,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/042,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/043,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/044,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/045,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/046,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/047,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/048,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/049,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
829/050,Dr,Shares in Listed Companies - at Cost,Shares in Listed Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/000,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/001,Dr,Shares in Unlisted Company 1 - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/002,Dr,Shares in Unlisted Company 2 - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/003,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/004,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/005,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/006,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/007,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/008,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/009,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/010,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/011,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/012,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
830/013,Dr,Shares in Unlisted Companies - at Cost,Shares in Unlisted Companies - at Cost,Non Current Assets,Other Shares ,,,,,,,,,,
